000300',沪深300,日线,,,,
日期,开盘,最高,最低,收盘,成交量,成交额
8/18/2021,4838.47,4909.54,4818.9,4894.24,197474384,395792154624
8/19/2021,4886.56,4893.47,4839.57,4862.14,201711712,397424951296
8/20/2021,4817.49,4835.15,4720.83,4769.27,177635808,404938031104
8/23/2021,4777.73,4843.82,4764.01,4835.88,167579088,389599133696
8/24/2021,4844.59,4906.2,4842.75,4888.39,197883168,417481424896
8/25/2021,4890.52,4899.77,4865.76,4898.16,189448016,371868205056
8/26/2021,4892.2,4892.2,4798.7,4801.61,197617392,368987734016
8/27/2021,4794.97,4863.47,4793.59,4827.04,183310208,368421404672
8/30/2021,4847.03,4849.16,4787.2,4813.27,219635760,477182066688
8/31/2021,4803.09,4821.76,4740.75,4805.61,235118656,460805636096
9/1/2021,4804.69,4906.4,4763.3,4869.46,326721088,568819777536
9/2/2021,4865.82,4892.7,4845.62,4869.41,267858016,465954144256
9/3/2021,4875.07,4886.55,4828.7,4843.06,268091904,466430132224
9/6/2021,4841.06,4944.45,4837.79,4933.73,240507248,452756275200
9/7/2021,4932.98,5005.96,4915.61,4992.83,244178512,417759625216
9/8/2021,4986.8,5013.98,4955.89,4972.13,264615312,428591087616
9/9/2021,4952.49,4970.15,4929.95,4970.01,256530224,401675681792
9/10/2021,4967.98,5042.8,4962.37,5013.52,288304352,472762548224
9/13/2021,5006.77,5029.72,4964.96,4991.66,249915296,433329635328
9/14/2021,4989.83,5000.98,4907.32,4917.16,245590400,417245822976
9/15/2021,4903.85,4903.85,4843.12,4867.32,187984736,363256643584
9/16/2021,4866.79,4879.53,4806.14,4807.7,216752096,393517268992
9/17/2021,4797.11,4857.96,4786.09,4855.94,201958128,360397406208
9/22/2021,4770.73,4830.85,4765.23,4821.77,191220384,311952998400
9/23/2021,4848.22,4877.34,4837.56,4853.2,228151072,362140925952
9/24/2021,4845.64,4897.06,4838.54,4849.43,207693296,361849454592
9/27/2021,4870.85,4922.56,4852.2,4877.37,215967024,426083024896
9/28/2021,4869.08,4901.31,4846.63,4883.83,176890880,321272184832
9/29/2021,4846.02,4868.07,4799.88,4833.93,188171360,331841765376
9/30/2021,4843.95,4876.07,4843.95,4866.38,146113888,283254685696
10/8/2021,4915.73,4937.09,4891.62,4929.94,168968080,343635853312
10/11/2021,4941.29,4983.73,4930.71,4936.19,163511616,315186315264
10/12/2021,4920.66,4925.49,4840.77,4883.84,168079344,299424251904
10/13/2021,4880.14,4953.37,4869.83,4940.11,131142816,280044666880
10/14/2021,4934.26,4953.92,4903.25,4913.61,119557016,249151668224
10/15/2021,4896.56,4939.82,4881.01,4932.11,142822000,300728483840
10/18/2021,4922.51,4922.51,4844.94,4874.78,141245200,302539440128
10/19/2021,4869.39,4928.14,4868.81,4922.72,135266496,282928250880
10/20/2021,4926.77,4944.02,4898.37,4910.18,141533184,279747723264
10/21/2021,4914.74,4946.18,4893.85,4928.02,148898160,274802966528
10/22/2021,4934.87,4989.89,4934.87,4959.73,143926224,289252605952
10/25/2021,4940.9,4981.65,4930.11,4979.52,141861488,299408228352
10/26/2021,4983.24,5002.57,4953.48,4963.1,140888944,301786234880
10/27/2021,4949.23,4949.23,4884.94,4898.16,147111600,299460460544
10/28/2021,4882.59,4898.66,4846.28,4864.14,156649472,316631711744
10/29/2021,4861.27,4908.77,4855.76,4908.77,159887360,368731979776
11/1/2021,4878.13,4908.21,4858.25,4890.69,171583968,379730755584
11/2/2021,4886.18,4911.23,4797.9,4839.85,185437696,385731887104
11/3/2021,4835.81,4858.71,4804.37,4821.11,142763824,302269923328
11/4/2021,4841.09,4873.94,4834.74,4868.74,132592968,308688060416
11/5/2021,4858.9,4889.68,4841.74,4842.35,147789360,312070832128
11/8/2021,4841.15,4866.08,4827.69,4848.18,137398272,295893827584
11/9/2021,4858.25,4870.79,4818.54,4846.74,118375528,261645074432
11/10/2021,4832.8,4832.8,4754,4821.19,135118176,301058949120
11/11/2021,4814.77,4898.65,4809.11,4898.65,160484864,323624632320
11/12/2021,4902.93,4909.08,4875.35,4888.37,132662968,271773237248
11/15/2021,4894.41,4906.33,4863.4,4882.38,121823152,272997744640
11/16/2021,4880.9,4915.37,4876.5,4883.32,127254408,284094595072
11/17/2021,4883.25,4891.52,4864.52,4885.75,108459224,246177923072
11/18/2021,4871.42,4871.42,4830.41,4837.62,114480568,244484718592
11/19/2021,4832.06,4892.81,4829.57,4890.06,127198312,266280681472
11/22/2021,4895.39,4919,4893.27,4912.4,138092832,316148809728
11/23/2021,4905.76,4927.52,4896.88,4913.35,154304416,301022150656
11/24/2021,4914.03,4935.49,4899.61,4916.66,137150672,289707327488
11/25/2021,4917.61,4921.33,4891.73,4896.44,115984032,255450988544
11/26/2021,4886.95,4886.95,4850.81,4860.13,120368976,243041337344
11/29/2021,4820.01,4858.53,4818.71,4851.42,133626864,285995237376
11/30/2021,4857.18,4871.25,4810.22,4832.03,129630592,279268229120
12/1/2021,4831.89,4844.52,4823.93,4843.85,123086792,255968903168
12/2/2021,4839.91,4866.85,4830.32,4856.16,148088528,278051717120
12/3/2021,4856.98,4901.02,4853.35,4901.02,144059632,300052709376
12/6/2021,4909.43,4943.9,4888.69,4892.62,173615680,333405782016
12/7/2021,4930.83,4934.1,4895.22,4922.1,179053456,340617756672
12/8/2021,4934.41,4995.93,4915.79,4995.93,157490560,329064841216
12/9/2021,5000.69,5114.5,4999.41,5078.69,220568768,425680961536
12/10/2021,5046.27,5060.06,5035.81,5055.12,193695152,356917641216
12/13/2021,5090.02,5143.84,5079.73,5083.8,211801600,426376527872
12/14/2021,5066.35,5075.21,5038.86,5049.7,159107792,318685544448
12/15/2021,5036.28,5060.37,5003.78,5005.9,150529760,291072573440
12/16/2021,5006.61,5034.73,4987.22,5034.73,144053872,291474767872
12/17/2021,5021.34,5022.11,4954.76,4954.76,149005392,297943302144
12/20/2021,4934.97,4971.67,4872.68,4880.42,169675696,317536927744
12/21/2021,4876.51,4917.8,4872.95,4913.49,143339904,259023175680
12/22/2021,4924.58,4936.67,4903.17,4914.45,133256736,244642447360
12/23/2021,4924.29,4948.74,4906.75,4948.74,139555408,263359758336
12/24/2021,4953.06,4964.91,4905.98,4921.34,142673328,290483666944
12/27/2021,4918.15,4939.69,4894.16,4919.32,124100952,254421532672
12/28/2021,4923.69,4959.14,4913.6,4955.96,130457760,276316749824
12/29/2021,4958.65,4958.65,4883.48,4883.48,113587000,273225465856
12/30/2021,4882.16,4940.18,4878.65,4921.51,121617176,268022480896
12/31/2021,4937.46,4950.36,4923.14,4940.37,121313736,266975379456
1/4/2022,4957.98,4961.45,4874.53,4917.77,151534784,336516972544
1/5/2022,4907.93,4916.28,4851.98,4868.12,178816096,363944542208
1/6/2022,4842.16,4857.56,4786.43,4818.23,157665824,321750073344
1/7/2022,4824.32,4856.65,4818.19,4822.37,187139408,332218957824
1/10/2022,4812.23,4844.39,4780.82,4844.05,156211696,305033805824
1/11/2022,4840.01,4850.88,4791.89,4797.77,146928000,286445764608
1/12/2022,4818.89,4852.73,4810.92,4845.58,143200208,293153046528
1/13/2022,4853.03,4853.06,4765.24,4765.92,142519648,288799129600
1/14/2022,4743.91,4764.05,4723.94,4726.73,146863120,281828458496
1/17/2022,4728.76,4775.24,4726.71,4767.28,115295688,263788232704
1/18/2022,4766.78,4826.3,4747.92,4813.35,150870800,282749403136
1/19/2022,4815.81,4828.75,4755.93,4780.38,133927360,275534544896
1/20/2022,4778.26,4845,4777.57,4823.51,164971312,304344268800
1/21/2022,4808.77,4818.31,4762.56,4779.31,138952592,274699157504
1/24/2022,4753.94,4801.1,4746.45,4786.74,114463880,246261596160
1/25/2022,4761.95,4781.39,4678.25,4678.45,133667584,250555760640
1/26/2022,4697.1,4718.99,4648.13,4712.31,107070840,226553446400
1/27/2022,4708.1,4708.44,4616.03,4619.88,121263808,250535657472
1/28/2022,4641.81,4660.52,4559.83,4563.77,126480112,263967899648
2/7/2022,4638.58,4672.65,4615.01,4634.09,144849728,266031792128
2/8/2022,4626.44,4626.44,4522.47,4608.77,155830704,281364856832
2/9/2022,4608.15,4659.46,4595.28,4652.06,148335552,273771954176
2/10/2022,4657.21,4657.21,4608.09,4639.86,151576672,287224397824
2/11/2022,4617.87,4662.6,4595.88,4601.4,155974592,307938000896
2/14/2022,4579.42,4593.63,4530.06,4551.69,143673888,275737542656
2/15/2022,4553.81,4601.45,4550.54,4600.1,115025600,249977012224
2/16/2022,4619.85,4643.1,4607.22,4617.99,107258952,210190925824
2/17/2022,4616.9,4650.16,4606.95,4629.16,110014640,227946250240
2/18/2022,4604.57,4651.34,4598.1,4651.24,104550224,195825696768
2/21/2022,4646.05,4646.67,4613.3,4634.31,112516512,215039180800
2/22/2022,4601.92,4602.07,4550.8,4574.15,123317240,246872965120
2/23/2022,4582.01,4625.3,4579.29,4623.05,122952912,259050143744
2/24/2022,4592.07,4610.88,4488.48,4529.32,184403056,342346661888
2/25/2022,4564.63,4611.86,4561.9,4573.42,149722576,271727591424
2/28/2022,4563.74,4581.65,4530.68,4581.65,135406976,248363728896
3/1/2022,4597.85,4623.43,4583.92,4619.69,123139216,260431183872
3/2/2022,4594.02,4594.02,4558.44,4578.6,113298328,215299653632
3/3/2022,4595.02,4599.4,4544.43,4551.63,138285872,242701762560
3/4/2022,4513.36,4539.39,4481.49,4496.43,127266808,249970278400
3/7/2022,4462.52,4462.52,4338.3,4352.78,162197712,306898534400
3/8/2022,4361.64,4383.65,4252.54,4265.39,167863280,315176714240
3/9/2022,4280.98,4304.48,4068.19,4226.35,194232896,341009399808
3/10/2022,4326.2,4335.67,4288.51,4292.84,145266384,301636190208
3/11/2022,4231.2,4316.04,4176.45,4306.52,152399920,295008829440
3/14/2022,4248.15,4280.36,4174.76,4174.76,130187232,260691656704
3/15/2022,4125.49,4163.42,3983.81,3983.81,202524704,346988937216
3/16/2022,4053.1,4168.59,3942.86,4156.08,196021984,378883604480
3/17/2022,4237.67,4302.74,4217.8,4237.7,179407344,385039204352
3/18/2022,4218.47,4283.37,4194.94,4265.9,149458304,275791282176
3/21/2022,4280.14,4287.82,4223.02,4258.75,127036360,251214544896
3/22/2022,4252.57,4283.33,4236.69,4255.3,126382472,226213527552
3/23/2022,4269.61,4287.58,4241.96,4276.52,117089080,226390769664
3/24/2022,4249.53,4273.96,4216.85,4251.31,108918272,219594424320
3/25/2022,4249.07,4254.84,4173.93,4174.57,108808048,217013190656
3/28/2022,4128.84,4174.12,4091.3,4148.47,118449024,213468971008
3/29/2022,4155.42,4177.21,4124.72,4134.14,100266976,199463862272
3/30/2022,4162.17,4254.1,4160.74,4254.1,138346016,268869173248
3/31/2022,4234.72,4247.36,4214.54,4222.6,134029184,238877212672
4/1/2022,4198.82,4290.67,4190.08,4276.16,133803056,244758872064
4/6/2022,4258.83,4277.52,4236.73,4263.84,159062192,253690937344
4/7/2022,4240.02,4278.11,4205.74,4209.1,134880352,216996184064
4/8/2022,4213.21,4237.81,4175.53,4230.77,142843792,229081759744
4/11/2022,4203.79,4203.79,4089.09,4100.07,148197072,265224929280
4/12/2022,4102.97,4179.97,4075.8,4179.97,144285680,252830416896
4/13/2022,4154.41,4194.04,4139.74,4139.74,125097488,221281026048
4/14/2022,4172.64,4217.06,4155.55,4191.57,124791312,245993816064
4/15/2022,4162.37,4211.32,4152.97,4188.75,124762264,226229747712
4/18/2022,4152.93,4171.74,4119.99,4166.38,117504608,212855324672
4/19/2022,4161.93,4186.94,4115.42,4134.9,110217472,208570580992
4/20/2022,4130.54,4136.17,4060.5,4070.79,117331656,216536645632
4/21/2022,4048.73,4086.44,3978.37,3995.83,132783824,227026681856
4/22/2022,3967.2,4037.08,3953.72,4013.25,122101808,206371766272
4/25/2022,3933.45,3958.21,3814.91,3814.91,168364496,272889266176
4/26/2022,3822.49,3871.85,3773.9,3784.12,157577616,259626352640
4/27/2022,3758.08,3895.73,3757.09,3895.54,172734048,296924086272
4/28/2022,3883.42,3943.43,3873.58,3921.11,153056592,268502237184
4/29/2022,3939.62,4017.43,3898.57,4016.24,179458384,321414889472
5/5/2022,3995.35,4039.7,3988.93,4010.21,154170720,290538225664
5/6/2022,3928.85,3947.24,3902.05,3908.82,123005552,214825172992
5/9/2022,3883.95,3914.11,3854.94,3877.44,92936696,171756503040
5/10/2022,3820.63,3932.68,3808.57,3919.87,136416912,239060221952
5/11/2022,3917.93,4033.3,3916.52,3976.42,165632256,309294923776
5/12/2022,3949.95,3985.93,3935.59,3958.74,113376064,202029154304
5/13/2022,3983.82,4003.85,3957.14,3988.6,109968360,195727048704
5/16/2022,4015,4018.03,3947.75,3956.54,112425296,199717912576
5/17/2022,3961.76,4005.89,3955.1,4005.89,109661456,210117541888
5/18/2022,4015.01,4017.34,3964.75,3991.91,108074232,201800663040
5/19/2022,3938.3,3999.6,3933.75,3999.6,116293424,210206687232
5/20/2022,4020.82,4077.6,4020.82,4077.6,147069168,265609084928
5/23/2022,4080.97,4080.97,4029.08,4053.98,130477808,225981546496
5/24/2022,4052.87,4055.78,3959.15,3959.15,145554336,247713038336
5/25/2022,3959.77,3983.62,3946.81,3983.18,107734016,188700540928
5/26/2022,3987.68,4015.75,3938.24,3993.04,126263688,216987025408
5/27/2022,4022.71,4051.14,3983.38,4001.3,112769336,206944436224
5/30/2022,4020.86,4040.82,4003.38,4029.02,111152240,211144720384
5/31/2022,4031.76,4096.2,4020.38,4091.52,135415520,267770085376
6/1/2022,4086.62,4094.9,4058.85,4083.18,114850880,225416232960
6/2/2022,4064,4091.15,4057.91,4089.57,113893640,222657544192
6/6/2022,4090.53,4166.62,4063.91,4166.09,167871008,324075618304
6/7/2022,4165.69,4198.09,4155.17,4179.13,142992880,285733715968
6/8/2022,4187.15,4224.81,4158.03,4219.81,157374064,319480266752
6/9/2022,4211.72,4227.45,4160.88,4175.67,168449152,285172793344
6/10/2022,4145.65,4241.35,4140.22,4238.99,184796208,324091445248
6/13/2022,4194.46,4218.23,4156.71,4189.35,168475616,336585687040
6/14/2022,4143.22,4224.09,4102.93,4222.31,171385904,335418556416
6/15/2022,4228.29,4348.42,4228.29,4278.22,257046592,459766824960
6/16/2022,4282.08,4302.92,4241.08,4250.06,184074416,337235902464
6/17/2022,4219.23,4318.77,4218.68,4309.04,158649104,346675740672
6/20/2022,4322.83,4368.36,4297.89,4330.43,165666384,359569293312
6/21/2022,4327.92,4357.34,4287.14,4325.57,164667616,317163307008
6/22/2022,4331.9,4333.18,4269.25,4270.62,158565856,298656268288
6/23/2022,4277.96,4343.88,4260.9,4343.88,170882368,327144767488
6/24/2022,4354.55,4400.69,4346.12,4394.77,168972192,356054761472
6/27/2022,4414.33,4472.69,4414.33,4444.26,177385680,381432954880
6/28/2022,4442.58,4497.89,4407.35,4490.52,174756496,361685975040
6/29/2022,4472.73,4503.13,4414,4421.36,187276688,395926110208
6/30/2022,4418.07,4515,4418.07,4485.01,156666288,354343878656
7/1/2022,4489.52,4500.99,4449.29,4466.72,144779600,318492114944
7/4/2022,4447.22,4496.03,4427.82,4496.03,146345648,356968529920
7/5/2022,4505.46,4530.32,4439.45,4489.54,154962416,361891856384
7/6/2022,4475.48,4484.36,4393.42,4423.97,149800240,344672698368
7/7/2022,4425.28,4457.34,4391.19,4443.47,132660904,328133115904
7/8/2022,4468.06,4479.49,4426.89,4428.78,123195736,304031105024
7/11/2022,4406.15,4406.15,4330.58,4354.62,134448576,299195236352
7/12/2022,4352.65,4370.34,4296.62,4313.62,130187840,291072311296
7/13/2022,4313.36,4341.47,4284.94,4321.46,131113176,286075551744
7/14/2022,4308.82,4352.1,4292.76,4322.07,145250928,301569867776
7/15/2022,4299.47,4344.86,4248.53,4248.53,150214448,316793192448
7/18/2022,4262.15,4300.78,4217.51,4292.59,122601192,281055133696
7/19/2022,4288.44,4288.44,4238.82,4269.34,103805728,231117733888
7/20/2022,4291.28,4303.37,4269.97,4283.8,94490144,212301873152
7/21/2022,4270.36,4283.15,4236.05,4236.06,117156344,239228141568
7/22/2022,4251.79,4275.47,4207.31,4238.23,103840624,224295337984
7/25/2022,4233.93,4234.84,4201.92,4212.64,83636664,188136423424
7/26/2022,4220.09,4259.99,4214.53,4245.98,85823272,197601411072
7/27/2022,4236.15,4242.1,4217.28,4225.04,78904944,194245296128
7/28/2022,4242.27,4267.92,4223.03,4225.67,107531928,243871481856
7/29/2022,4226.42,4243.51,4160.87,4170.1,114179288,253198565376
8/1/2022,4160.65,4196.57,4129.45,4188.68,107749032,251125301248
8/2/2022,4144.38,4144.38,4071.43,4107.02,142224432,281013551104
8/3/2022,4114.83,4150.98,4058.18,4066.98,116666128,268695830528
8/4/2022,4089.44,4108.16,4064.66,4101.54,89532640,216898666496
8/5/2022,4109.63,4159.48,4097.86,4156.91,102571008,247325900800
8/8/2022,4142.11,4155.73,4135.08,4148.07,90208136,224080822272
8/9/2022,4143.67,4161.81,4131.43,4156.29,84136960,214223683584
8/10/2022,4149.21,4160.79,4092.55,4109.74,85565840,217447366656
8/11/2022,4130.74,4193.81,4116.06,4193.54,121385048,269630996480
8/12/2022,4185.42,4202.47,4175.05,4191.15,106808296,219208056832
8/15/2022,4180,4219.92,4174.3,4185.68,105898496,245539799040
8/16/2022,4190.53,4208.8,4170.52,4177.84,93906136,233818587136
8/17/2022,4182.57,4222.79,4155.17,4216.96,112864656,252044328960
8/18/2022,4205.79,4211.91,4173.54,4180.1,101052648,233115484160
8/19/2022,4174.55,4185.66,4151.07,4151.07,117402976,262494126080
8/22/2022,4135.16,4183.65,4134.2,4181.4,112442720,259747168256
8/23/2022,4175.53,4187.39,4147.41,4161.08,103153512,239101329408
8/24/2022,4168.58,4174.16,4079.09,4082.42,119069680,262844317696
8/25/2022,4093.29,4119.62,4058.75,4116.24,111320744,242149588992
8/26/2022,4127.81,4139.79,4102.68,4107.55,99000496,225519206400
8/29/2022,4063.88,4092.95,4059.6,4089.52,94354432,203086118912
8/30/2022,4088.53,4093.14,4048.52,4075.79,93301664,192649003008
8/31/2022,4057.14,4112.85,4046.62,4078.84,132449768,292974657536
9/1/2022,4066.19,4090.89,4041.13,4043.74,97387072,210898501632
9/2/2022,4054.84,4056.18,4004.91,4023.61,86789280,184468324352
9/5/2022,4010.41,4017,3982.74,4015.43,93767112,201118695424
9/6/2022,4024.47,4054,4009.58,4052.28,113506264,235921833984
9/7/2022,4032.72,4067.54,4028.37,4054.98,107678056,215147151360
9/8/2022,4059.17,4067.76,4036.02,4037.68,100886048,186889043968
9/9/2022,4050.59,4099.01,4042.25,4093.79,118427112,221442539520
9/13/2022,4112.01,4128.11,4097.14,4111.11,111789736,218521059328
9/14/2022,4058.04,4089.06,4047.92,4065.36,90793680,185484967936
9/15/2022,4078.65,4088.81,3998.86,4027.12,123951200,254367498240
9/16/2022,4013.58,4019.41,3932.68,3932.68,137193648,241251844096
9/19/2022,3928.42,3953.65,3910.31,3928,97719576,183574446080
9/20/2022,3945.65,3957.55,3921.69,3932.84,84824136,179248152576
9/21/2022,3921.32,3924.39,3884.23,3903.73,86458392,168939077632
9/22/2022,3875.18,3900.27,3860.23,3869.34,80946920,161134100480
9/23/2022,3865.1,3888.4,3829.69,3856.02,94342464,172904808448
9/26/2022,3829.6,3893.32,3827.95,3836.68,104526032,192906199040
9/27/2022,3844.07,3893.03,3827.93,3892.3,88860160,185955254272
9/28/2022,3879.44,3879.44,3828.05,3828.71,86592216,172438044672
9/29/2022,3864.32,3873.18,3808.65,3827.14,85654144,171635933184
9/30/2022,3833.35,3848.6,3801.28,3804.89,78559968,158692753408
10/10/2022,3806.56,3807.46,3715.71,3720.94,102647592,194635907072
10/11/2022,3732.02,3739.81,3706.06,3727.69,83944624,166800392192
10/12/2022,3722.87,3784.31,3661.53,3784.31,108089320,210931367936
10/13/2022,3756.42,3783.6,3749.64,3752.67,99018912,198368886784
10/14/2022,3783.32,3863.23,3780.84,3842.47,116242296,256551272448
10/17/2022,3822.24,3849.62,3809.12,3846.41,104192016,220488876032
10/18/2022,3865.83,3870.22,3831.17,3838.27,88346904,186556301312
10/19/2022,3827.47,3840.49,3776.53,3776.53,81574848,186736410624
10/20/2022,3746.58,3804.25,3726.79,3754.93,90290896,203781619712
10/21/2022,3753.89,3768.69,3724.69,3742.89,98750040,180686356480
10/24/2022,3727.92,3762.16,3619.99,3633.37,130056864,259450748928
10/25/2022,3621.94,3670.73,3594.7,3627.45,110953880,219302756352
10/26/2022,3633.31,3700.88,3633.31,3656.9,121301552,242453807104
10/27/2022,3667.66,3685.08,3631.06,3631.14,117998672,257473314816
10/28/2022,3605.16,3618.86,3533.5,3541.33,118772160,245816459264
10/31/2022,3504.51,3553.39,3495.95,3508.7,138465648,256574816256
11/1/2022,3519.82,3634.17,3517.62,3634.17,149286704,295089930240
11/2/2022,3620.37,3703.47,3610.8,3677.81,141592912,291648241664
11/3/2022,3645.06,3670.16,3628.5,3647.9,110566032,215379296256
11/4/2022,3646.77,3782.88,3646.77,3767.17,149734944,311145463808
11/7/2022,3754.52,3792.79,3746.37,3775.3,129826368,251195703296
11/8/2022,3773.66,3779.12,3723.34,3749.33,99016448,193351319552
11/9/2022,3750.78,3760.41,3711.27,3714.27,89434528,172029526016
11/10/2022,3685.83,3701.53,3665.06,3685.69,103509304,183155310592
11/11/2022,3787.76,3828.9,3747.09,3788.44,189685584,344471339008
11/14/2022,3818.14,3848.41,3781.78,3794.02,169665056,315536867328
11/15/2022,3788.93,3871.64,3775.5,3865.97,151515648,296268136448
11/16/2022,3860.81,3877.68,3829.31,3834.39,120610960,235844583424
11/17/2022,3821.27,3821.74,3776.57,3818.66,105940632,219540815872
11/18/2022,3823.82,3840.3,3801.57,3801.57,115078776,224276135936
11/21/2022,3769.63,3769.87,3734,3769.13,95866968,188230369280
11/22/2022,3766.08,3809.86,3751.04,3769.57,144486336,203490820096
11/23/2022,3760.22,3791.18,3753.21,3773.53,144527904,201070608384
11/24/2022,3791.54,3804.9,3751.38,3756.81,101073448,160698925056
11/25/2022,3751.28,3790.57,3743.41,3775.78,142929712,191711035392
11/28/2022,3701.9,3736.08,3672.13,3733.24,127825744,196305567744
11/29/2022,3766.57,3854.77,3766.57,3848.42,178701392,289062322176
11/30/2022,3836.56,3867.66,3833.83,3853.04,157511392,250051461120
12/1/2022,3921.3,3944.56,3893.87,3894.77,169964592,306678202368
12/2/2022,3886.4,3898.11,3865.88,3870.95,116786352,201253158912
12/5/2022,3907.64,3947.48,3900.67,3946.88,201747216,296615510016
12/6/2022,3929.01,3988.9,3923,3968.2,155108320,275583434752
12/7/2022,3956.67,3999.59,3944.18,3958.44,143001360,255490834432
12/8/2022,3953.2,3971.49,3941.3,3959.18,115199984,198037700608
12/9/2022,3961.99,4003.32,3944.44,3998.24,153774960,268166791168
12/12/2022,3976.17,3983.43,3950.32,3953.44,125935368,227606298624
12/13/2022,3953.55,3964.4,3939.98,3945.68,100994096,184020697088
12/14/2022,3952.79,3972.74,3935.77,3954.89,98528008,196175101952
12/15/2022,3954.67,3963.5,3926.5,3951.99,88864728,181994881024
12/16/2022,3931.23,3960.47,3929.49,3954.23,93178568,167488438272
12/19/2022,3952.77,3966.57,3878.44,3893.22,106919072,180801388544
12/20/2022,3881.23,3881.27,3811.48,3829.02,83096824,164046438400
12/21/2022,3839,3853.73,3821.4,3830.54,64839216,123450040320
12/22/2022,3859.2,3882.13,3821.34,3836.03,83705176,163970301952
12/23/2022,3811.62,3848.34,3805.95,3828.22,65278148,130559418368
12/26/2022,3830.57,3856.81,3827.52,3843.49,73005712,148692828160
12/27/2022,3860.91,3891.85,3856.58,3887.85,77515352,152032215040
12/28/2022,3874.91,3884.72,3854.94,3871.26,84424656,160671121408
12/29/2022,3854.24,3868.29,3838.48,3856.7,79394816,149011365888
12/30/2022,3873.94,3887.55,3868.76,3871.63,78773272,148295057408
